제품명,브랜드,카테고리,성분명
크림,퓨토큐어(PUTTOCURE),크림/젤,라벤더꽃수;글리세린;부틸렌글라이콜다이카프릴레이트/다이카프레이트;카프릴릭/카프릭트라이글리세라이드;해바라기씨오일;부틸렌글라이콜;세테아릴올리베이트;솔비탄올리베이트;다이프로필렌글라이콜;솔비탄스테아레이트;스쿠알란;스테아릴알코올;비즈왁스;베타인;세틸알코올;마카다미아넛오일;베타-글루칸;에틸헥산다이올;글리세릴카프릴레이트;시어버터;이눌린라우릴카바메이트;알로에베라잎추출물;카보머;알지닌;알란토인;병풀추출물;산수유열매추출물;오미자추출물;구기자추출물;오디추출물;복분자추출물;참당귀추출물;맥문동추출물;천문동뿌리추출물;라벤더오일;다이포타슘글리시리제이트;우유지질;글루타티온;세라마이드엔피;하이알루로닉애씨드
퍼펙트 네이처 키즈 왁스,프라로마(praroma),헤어,젤라틴;올리브오일;파파인;로즈마리추출물;페퍼민트추출물;소나무잎추출물;라벤더오일;알코올;레몬그라스오일;페퍼민트오일;글리세린
더마 아토 로션,프라젠트라(PLAGENTRA),로션,정제수;글리세린;세틸에틸헥사노에이트;부틸렌글라이콜;페트롤라툼;부틸렌글라이콜다이카프릴레이트/다이카프레이트;사이클로펜타실록세인;사이클로헥사실록세인;글리세릴스테아레이트에스이;스쿠알란;솔비탄스테아레이트;피이지-40스테아레이트;세테아릴알코올;다이메티콘;피이지-100스테아레이트;글리세릴스테아레이트에스이;폴리아크릴레이트-13;에틸헥실글리세린;카프릴릴글라이콜;녹차추출물;폴리아이소부텐;옥틸도데칸올;토코페릴아세테이트;카보머;동백나무씨오일;알란토인;펜틸렌글라이콜;캐모마일꽃추출물;도둑놈의지팡이뿌리추출물;클로브꽃추출물;유칼립투스잎추출물;자몽추출물;유자추출물;트로메타민;판테놀;하이드록시프로필비스팔미타이드엠이에이;스페인감초뿌리추출물;다이소듐이디티에이;다이포타슘글리시리제이트;양까막까치밥나무씨오일;잔탄검;프로필렌글라이콜;폴리솔베이트20;폴리글루타믹애씨드;바이오사카라이드검-1;포도추출물;다미아나잎추출물;소듐락테이트;하이드롤라이즈드하이알루로닉애씨드;아르간커넬오일;하이드록시페닐프로파미도벤조익애씨드;아르간커넬오일;하이드록시페닐프로파미도벤조익애씨드;해바라기씨오일불검화물;소듐시트레이트;글리세릴카프릴레이트;소듐레불리네이트;소듐아니세이트;토코페롤;해바라기씨오일;풍선덩굴꽃/잎/덩굴추출물;시트릭애씨드;로즈마리잎추출물;아스코빌팔미테이트;바이오틴
더마 아토 마일드 워시,프라젠트라(PLAGENTRA),클렌저/워시,정제수;암모늄라우레스설페이트;티이에이-코코일글루타메이트;코카마이드디이에이;베타인;부틸렌글라이콜;글라이콜다이스테아레이트;코카미도프로필베타인;라우라마이드디이에이;소듐클로라이드;소듐피씨에이;피이지-120메틸글루코오스디올리에이트;칸델라브라알로에잎추출물;글리세린;피이지-150펜타에리스리틸테트라스테아레이트;하이드로제네이티드식물성오일;향료;카프릴릴글라이콜;판테놀;알란토인;캐모마일꽃추출물;옥틸도데칸올;시트릭애씨드;폴리쿼터늄-10;락틱애씨드;다이소듐이디티에이;펜틸렌글라이콜;프로필렌글라이콜;양까막까치밥나무씨오일;바이오사카라이드검-1;다미아나잎추출물;소듐락테이트;하이드록시프로필비스팔미타마이드엠이에이;글리세릴카프릴레이트;소듐레불리네이트;소듐아니세이트;포도추출물;소듐시트레이트;해바라기씨오일불검화물;하이드록시페닐프로파미도벤조익애씨드;토코페롤;해바라기씨오일;풍선덩굴꽃/잎/덩굴추출물;로즈마리잎추출물;아스코빌팔미테이트;바이오틴
더마 아토 크림,프라젠트라(PRAGENTRA),크림/젤,정제수;글리세린;세틸에틸헥사노에이트;부틸렌글라이콜다이카프릴레이트/다이카프레이트;페트롤라툼;부틸렌글라이콜;세테아릴알코올;사이클로펜타실록세인;사이클로헥타실록세인;글리세릴스테아레이트에스이;스쿠알란;솔비탄스테아레이트;피이지-40스테아레이트;글리세릴스테아레이트;피이지-100스테아레이트;스페인감초뿌리추출물;다이메티콘;녹차추출물;에틸헥실글리세린;카프릴릴글라이콜;옥틸도데칸올;토코페릴아세테이트;카보머;동백나무씨오일;아르간커넬오일;알란토인;펜틸렌글라이콜;도둑놈의지팡이뿌리추출물;클로브꽃추출물;유칼립투스잎추출물;자몽추출물;유자추출물;트로메타민;판테놀;하이드록시프로필비스팔미타마이드엠이에이;다이소듐이디티에이;다이포타슘글리시리제이트;양까막까치밥나무씨오일;잔탄검;폴리글루타믹애씨드;바이오사카라이드검-1;다미아나잎추출물;소듐락테이트;포도추출물;황금추출물;하이드롤라이즈드하이알루로닉애씨드;소듐시트레이트;하이드록시페닐프로파미도벤조익애씨드;해바라기씨오일불검화물;글리세릴카프릴레이트;소듐레불리네이트;소듐아니세이트;시트릭애씨드;토코페롤;해바라기씨오일;풍선덩굴꽃/잎/덩굴추출물;로즈마리잎추출물;아스코빌팔미테이트;바이오틴
베이비 로션,프라젠트라(PLAGENTRA),로션,"정제수;글리세린;하이드로제네이티드폴리데센;다이프로필렌글라이콜;마카다미아넛오일;부틸렌글라이콜;사이클로헥사실록세인;베타인;메도우폼씨오일;스테아릭애씨드;글리세릴스테아레이트에스이;사이클로펜타실록세인;다이메티콘올;알로에베라잎추출물;접시꽃추출물;우엉추출물;사철쑥잎추출물;포트마리골드꽃추출물;라벤더꽃추출물;금은화추출물;바질잎추출물;달맞이꽃씨추출물;소엽잎추출물;매실추출물;선백리향추출물;1,2-헥산다이올;쇠비름추출물;하이드롤라이즈드콜라겐;베타-글루칸;세라마이드엔피;라피노오스;팔미토일펜타펩타이드-4;글리세릴스테아레이트에스이;올리보일하이드롤라이즈드밀단백질;세테아릴알코올;글리세릴올리에이트;카프릴릭/카프릭트라이글리세라이드;다이메티콘;자몽추출물;폴리글루타믹애씨드;류코노스톡/무발효여과물;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;토코페릴아세테이트;향료;포타슘하이드록사이드;다이소듐이디티에이;잔탄검"
베이비 버블 워시,프라젠트라(PLAGENTRA),클렌저/워시,정제수;포타슘라우레스포스페이트;코카미도프로필베타인;다이소듐코코암포다이아세테이트;글리세린;폴리글루타믹애씨드;류코노스톡/무발효여과물;부틸렌글라이콜;녹두추출물;화피추출물;양제근추출물;녹차추출물;베타인;소듐벤조에이트;시트릭애씨드;다이소듐이디티에이;향료
베이비 수딩 릴리프 크림,프라젠트라(PLAGENTRA),크림/젤,정제수;다이메티콘;징크옥사이드;프로판다이올;하이드로제네이티드폴리데센;다이메티콘크로스폴리머;사이클로펜타실록세인;카프릴릭/카프릭트라이글리세라이드;세테아릴알코올;베타인;트리-C14-15알킬시트레이트;폴리글루타믹애씨드;스테아릭애씨드;글리세릴스테아레이트;녹두추출물;화피추출물;양제근추출물;황금추출물;로즈마리잎추출물;호장근뿌리추출물;스페인감초뿌리추출물;녹차추출물;병풀추출물;솔비탄올리베이트;세테아릴올리베이트;하이드록시에틸아크릴레이트;카프릴릭/카프릭글리세라이드;카프릴릴글라이콜;다이소듐이디티에이;부틸렌글라이콜;류코노스톡/무발효여과물;향료
베이비 썬 리무버,프라젠트라(PLAGENTRA),클렌저/워시,정제수;피이지-6카프릴릭/카프릭글리세라이드;다이프로필렌글라이콜;폴리아미노프로필바이구아나이드;은행잎추출물;올리브오일;자일리톨;병풀추출물;호장근뿌리추출물;황금추출물;녹차추출물;감초추출물;캐모마일꽃추출물;로즈마리잎추출물;락토바실러스/콩발효추출물;효모/모근발효추출물;효모/겨우살이발효추출물;다이소듐이디티에이;레몬향티트리오일;커먼자스민오일
베이비 썬시티 크림,프라젠트라(PLAGENTRA),선케어,정제수;에칠헥실메톡시신나메이트;에칠헥실살리실레이트;사이클로펜타실록세인;아이소헥사데칸;부틸렌글라이콜;티타늄디옥사이드;이소아밀p-메톡시신나메이트;글리세린;폴리솔베이트60;C12-15알킬벤조에이트;다이메티콘;글리세릴스테아레이트;다이메티콘크로스폴리머;솔비탄스테아레이트;스테아릭애씨드;브이피/에이코신코폴리머;피이지-100스테아레이트;세테아릴알코올;소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머;폴리솔베이트80;피이지-10다이메티콘;헥실라우레이트;판테놀;카프릴릴글라이콜;향료;에틸헥실글리세린;트로폴론;토코페릴아세테이트;알루미나;마그네슘알루미늄실리케이트;폴리글루타믹애씨드;류코노스톡/무발효여과물;아르니카 몬타나꽃추출물;서양톱풀추출물;겐티아나뿌리추출물;쓴쑥추출물;잔탄검;다이소듐이디티에이;소듐하이알루로네이트;에칠아스코빌에텔;알에이치-올리고펩타이드-1;올리고펩타이드-3
베이비 크림,프라젠트라(PLAGENTRA),크림/젤,정제수;글리세린;다이프로필렌글라이콜;세테아릴알코올;베타인;시어버터;하이드로제네이티드식물성오일;마카다미아넛오일;다이메티콘;세테아릴글루코사이드;글리세릴스테아레이트;피이지-100스테아레이트;트레할로오스;비즈왁스;트리-C14-15알킬시트레이트;하이드로제네이티드폴리데센;다이메티콘/비닐다이메티콘크로스폴리머;띠뿌리추출물;겨우살이잎추출물;스테아릭애씨드;메도우폼씨오일;폴리아크릴레이트-13;폴리아이소부텐;폴리솔베이트20;자몽추출물;폴리글루타믹애씨드;류코노스톡/무발효여과물;알로에베라잎추출물;쇠비름추출물;카프릴릭/카프릭글리세라이드;카프릴릴글라이콜;판테놀;포타슘하이드록사이드;세라마이드엔피;향료;다이소듐이디티에이
베이비 헤어 앤 바디 워시,프라젠트라(PLAGENTRA),클렌저/워시,정제수;다이소듐라우레스설포석시네이트;코카미도프로필베타인;미리스틱애씨드;라우릭애씨드;글리세린;포타슘하이드록사이드;데실글루코사이드;코카마이드엠이에이;글라이콜다이스테아레이트;다이소듐코코암포다이아세테이트;포타슘코코일글리시네이트;부틸렌글라이콜;락토바실러스/콩발효추출물;효모/모근발효추출물;효모/겨우살이발효추출물;병풀추출물;호장근부리추출물;황금추출물;녹차추출물;감초추출물;캐모마일꽃추출물;로즈마리잎추출물;폴리글루타믹애씨드;피이지-150펜타에리스리틸테트라스테아레이트;피피지-2하이드록시에칠코카마이드;폴리쿼터늄-10;소듐벤조에이이트;다이소듐이디티에이;향료
드림인맘 베이비 로션,프럼네이쳐(FROMNATURE),로션,"정제수;부틸렌글라이콜;시어버터;트라이에틸헥사노인;스쿠알란;해바라기씨오일;사이클로메티콘;1,2-헥산다이올;세테아릴알코올;세테아릴올리베이트;솔비탄올리베이트;폴리글리세릴-3메틸글루코오스다이스테아레이트;판테놀;오렌지껍질오일;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;자몽껍질오일;알지닌;다이소듐이디티에이;살비아잎추출물;녹차추출물;쌀추출물;바오밥나무열매추출물;글리세린;마카뿌리추출물;알코올;알로에베라잎추출물;하이드로제네이티드레시틴;황금추출물;솝위드뿌리추출물;세라마이드엔피;카프릴릴글라이콜"
드림인맘 베이비 크림,프럼네이처(FROMNATURE),크림/젤,"정제수;트라이에틸헥사노인;부틸렌글라이콜;스쿠알란;시어버터;사이클로메티콘;1,2-헥산다이올;스테아릴알코올;세테아릴올리베이트;폴리글리세릴-3메틸글루코오스다이스테아레이트;솔비탄올리베이트;비즈왁스;스테아릭애씨드;판테놀;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;오렌지껍질오일;알지닌;자몽껍질오일;하이드로제네이티드레시틴;글리세린;다이소듐이디티에이;살비아잎추출물;녹차추출물;쌀추출물;바오밥나무열매추출물;마카뿌리추출물;세라마이드엔피;알코올;알로에베라잎추출물;황금추출물;솝위드뿌리추출물;카프릴릴글라이콜;정제수;프로필렌글라이콜;알로에베라잎추출물;쇠비름추출물;프로폴리스추출물;감초추출물;판테놀;트레할로오스;작약추출물;은방울꽃추출물;목련꽃추출물;마돈나백합꽃추출물;둥근잎나팔꽃추출물;세틸피리디늄클로라이드;카프릴릴글리세릴에텔;소듐하이드로아세테이트;세트리모늄브로마이드;세트리모늄클로라이드;헥실렌글라이콜;클로로자일레놀;정제수;다이메티콘;징크옥사이드;프로판다이올;하이드로제네이티드폴리데센;다이메티콘크로스폴리머;사이클로펜타실록세인;카프릴릭/카프릭트라이글리세라이드;세테아릴알코올;베타인;트리-C14-15알킬시트레이트;폴리글루타믹애씨드;스테아릭애씨드;글리세릴스테아레이트;녹두추출물;화피추출물;양제근추출물;황금추출물;로즈마리잎추출물;호장근뿌리추출물;스페인감초뿌리추출물;녹차추출물;병풀추출물;솔비탄올리베이트;세테아릴올리베이트;하이드록시에틸아크릴레이트;카프릴릭/카프릭글리세라이드;카프릴릴글라이콜;다이소듐이디티에이;부틸렌글라이콜;류코노스톡/무발효여과물;향료;정제수;글리세린;하이드로제네이티드폴리데센;다이프로필렌글라이콜;마카다미아넛오일;부틸렌글라이콜;사이클로헥사실록세인;베타인;메도우폼씨오일;스테아릭애씨드;글리세릴스테아레이트에스이;사이클로펜타실록세인;다이메티콘올;알로에베라잎추출물;접시꽃추출물;우엉추출물;사철쑥잎추출물;포트마리골드꽃추출물;라벤더꽃추출물;금은화추출물;바질잎추출물;달맞이꽃씨추출물;소엽잎추출물;매실추출물;선백리향추출물;1,2-헥산다이올;쇠비름추출물;하이드롤라이즈드콜라겐;베타-글루칸;세라마이드엔피;라피노오스;팔미토일펜타펩타이드-4;글리세릴스테아레이트에스이;올리보일하이드롤라이즈드밀단백질;세테아릴알코올;글리세릴올리에이트;카프릴릭/카프릭트라이글리세라이드;다이메티콘;자몽추출물;폴리글루타믹애씨드;류코노스톡/무발효여과물;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;토코페릴아세테이트;향료;포타슘하이드록사이드;다이소듐이디티에이;잔탄검"
